country_code,cover,duration,id,item_id,item_url,region,title,desc,create_time,author_user_id,music_author,music_title,music_create_time,music_duration,music_id,collect_count,comment_count,digg_count,forward_count,play_count,share_count,video_url,video_length_sec,has_caption,combined_text,text_length,word_count,sentiment,subjectivity,creator_user_id,is_top_creator,follower_cnt,liked_cnt,play_count_per_view,digg_count_per_view,comment_count_per_view,share_count_per_view,collect_count_per_view,engagement_score,is_original_sound,music_age_days,creator_avg_play_count,creator_avg_digg_count,song_rank,is_trending_song,song_trend_value,all_hashtags,has_top_hashtag,num_hashtags,has_trending_keyword,upload_hour,upload_dayofweek,upload_month,days_since_upload,is_trending,trend_probability,predicted_trend,dominant_topic,sentiment_category
MY,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-85c255/oQo8IbpwEDEkUQ0kzLBBfFyk8BJRhIeiByGOND~tplv-noop.image?x-expires=1748723381&x-signature=m3lTjyhW%2BGDGurWqodKYpVlvqGE%3D,64,7501641419518528774,7501641419518528774,https://www.tiktok.com/@mnm_pipi/video/7501641419518528774,Malaysia,"Safe, convenient and mak-mak friendly?!🫨 AYE, that’s right! With Samsung Wallet, skip the hassle of finding your cards and fumbling through bulky wallets 😏 Just swipe up, tap and pay, all from your Galaxy A Series. Shop the new Galaxy A56 | A36 5G to enjoy up to RM329 worth of rewards! Ends 31 May 2025. T&Cs apply. #KitaPilihAYE #AwesomeIntelligence","Safe, convenient and mak-mak friendly?!🫨 AYE, that’s right! With Samsung Wallet, skip the hassle of finding your cards and fumbling through bulky wallets 😏 Just swipe up, tap and pay, all from your Galaxy A Series. Shop the new Galaxy A56 | A36 5G to enjoy up to RM329 worth of rewards! Ends 31 May 2025. T&Cs apply. #KitaPilihAYE #AwesomeIntelligence",2025-05-07 10:00:07,7057336297317319707,Samsung Malaysia,original sound - samsungmalaysia,2025-05-07 10:00:17,64.0,7501641436417362693,3763.0,299.0,35786.0,0.0,52057664.0,2635.0,https://www.tiktok.com/@mnm_pipi/video/7501641419518528774,64,1,"Safe, convenient and mak-mak friendly?!🫨 AYE, that’s right! With Samsung Wallet, skip the hassle of finding your cards and fumbling through bulky wallets 😏 Just swipe up, tap and pay, all from your Galaxy A Series. Shop the new Galaxy A56 | A36 5G to enjoy up to RM329 worth of rewards! Ends 31 May 2025. T&Cs apply. #KitaPilihAYE #AwesomeIntelligence Safe, convenient and mak-mak friendly?!🫨 AYE, that’s right! With Samsung Wallet, skip the hassle of finding your cards and fumbling through bulky wallets 😏 Just swipe up, tap and pay, all from your Galaxy A Series. Shop the new Galaxy A56 | A36 5G to enjoy up to RM329 worth of rewards! Ends 31 May 2025. T&Cs apply. #KitaPilihAYE #AwesomeIntelligence",703,120,0.3537012987012987,0.41805194805194806,7057336297317319707,0,0.0,0.0,0.999999980790533,0.0006874299874955975,5.743630644978026e-06,5.0616945650558854e-05,7.228522447174686e-05,15307.400000000001,1,0.0,35951626.5,21807.0,100.0,0,0.0,"['kitapilihaye', 'awesomeintelligence', 'kitapilihaye', 'awesomeintelligence']",0,4,0,10.0,2.0,5.0,32.0,0,0.0008225842,0,1,Positive
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/owCtjVGqXS6ejS5Lf1fQowzIFAHLgIQ4DgAAQp~tplv-noop.image?x-expires=1748723348&x-signature=tGw9Q4KpfeKvJM85RLX1%2FcsT3Oc%3D,30,7507452740264578322,7507452740264578322,https://www.tiktok.com/@mnm_pipi/video/7507452740264578322,Malaysia,HAUWEI WATCH FIT 4 Series. Pratempah dari RM599. #HUAWEIWATCHFIT4 #HUAWEIWATCHFIT4Pro #HUAWEIMY,nan,,,,nan,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tiktok.com/@mnm_pipi/video/7507452740264578322,30,1,HAUWEI WATCH FIT 4 Series. Pratempah dari RM599. #HUAWEIWATCHFIT4 #HUAWEIWATCHFIT4Pro #HUAWEIMY nan,99,12,0.4,0.4,<NA>,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0,0,0.0,"['huaweiwatchfit4', 'huaweiwatchfit4pro', 'huaweimy']",0,3,0,0.0,0.0,0.0,0.0,0,0.007550942,0,0,Positive
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oIB2WuDPIA5faIiuaPKEBs7ASRaNYw7sH2A0iz~tplv-noop.image?x-expires=1748723350&x-signature=sBu6PmmAN6KipQ2RouaAAIzWKlU%3D,33,7491194398345104656,7491194398345104656,https://www.tiktok.com/@mnm_pipi/video/7491194398345104656,Malaysia,"Kadang-kadang rasa kecewa kan bila barang yang kita order tak sama macam yang sampai?  Tapi jangan risau, sekarang TikTok Shop dah buatkan proses pemulangan barang jadi super mudah!  Boleh return barang dengan senang, percuma pulak tu! So, lepas ni boleh shopping tanpa risau! Jangan takut nak beli, sebab kalau ada masalah, TikTok Shop dah bantu selesaikan.  #TikTokShopMy","Kadang-kadang rasa kecewa kan bila barang yang kita order tak sama macam yang sampai?  Tapi jangan risau, sekarang TikTok Shop dah buatkan proses pemulangan barang jadi super mudah!  Boleh return barang dengan senang, percuma pulak tu! So, lepas ni boleh shopping tanpa risau! Jangan takut nak beli, sebab kalau ada masalah, TikTok Shop dah bantu selesaikan.  #TikTokShopMy",2025-04-09 06:20:23,7148386175531058182,tiktokshop_my 🇲🇾,original sound - tiktokshop_my,2025-04-09 06:20:34,33.0,7491194478741441296,1451.0,690.0,25190.0,0.0,44239447.0,2119.0,https://www.tiktok.com/@mnm_pipi/video/7491194398345104656,33,1,"Kadang-kadang rasa kecewa kan bila barang yang kita order tak sama macam yang sampai?  Tapi jangan risau, sekarang TikTok Shop dah buatkan proses pemulangan barang jadi super mudah!  Boleh return barang dengan senang, percuma pulak tu! So, lepas ni boleh shopping tanpa risau! Jangan takut nak beli, sebab kalau ada masalah, TikTok Shop dah bantu selesaikan.  #TikTokShopMy Kadang-kadang rasa kecewa kan bila barang yang kita order tak sama macam yang sampai?  Tapi jangan risau, sekarang TikTok Shop dah buatkan proses pemulangan barang jadi super mudah!  Boleh return barang dengan senang, percuma pulak tu! So, lepas ni boleh shopping tanpa risau! Jangan takut nak beli, sebab kalau ada masalah, TikTok Shop dah bantu selesaikan.  #TikTokShopMy",747,114,0.6510416666666665,0.6666666666666666,7148386175531058182,0,0.0,0.0,0.9999999773957396,0.0005694013180272954,1.5596939636317343e-05,4.7898427665733984e-05,3.2798781756951396e-05,10851.9,1,0.0,31234755.6,22798.8,100.0,0,0.0,"['tiktokshopmy', 'tiktokshopmy']",0,2,0,6.0,2.0,4.0,60.0,0,0.0011104187,0,2,Positive
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ogAvM2AIsJBIlYX248QENiD0vHlAtiIaAmnND~tplv-noop.image?x-expires=1748723352&x-signature=hK6ekHK6vRbb8bazgpOr9U2TzJQ%3D,35,7496723450644450577,7496723450644450577,https://www.tiktok.com/@mnm_pipi/video/7496723450644450577,Malaysia,"Rejection itu normal dalam kehidupan, sama juga dengan dengan return barangan dekat TikTok Shop. Tapi yang best nya kalau korang kena reject untuk return, korang boleh berhubung dengan agen kami, kami akan bantu korang dengan senang hati. Macam mana nak buat? Ni.. kami dah sediakan cara-cara untuk korang buat rayuan seandainya barangan return korang kena reject.. dah jangan bersedih okay 😉. Selamat Mencuba. #TikTokShopMy","Rejection itu normal dalam kehidupan, sama juga dengan dengan return barangan dekat TikTok Shop. Tapi yang best nya kalau korang kena reject untuk return, korang boleh berhubung dengan agen kami, kami akan bantu korang dengan senang hati. Macam mana nak buat? Ni.. kami dah sediakan cara-cara untuk korang buat rayuan seandainya barangan return korang kena reject.. dah jangan bersedih okay 😉. Selamat Mencuba. #TikTokShopMy",2025-04-24 05:30:00,7148386175531058182,tiktokshop_my 🇲🇾,original sound - tiktokshop_my,2025-04-24 03:56:07,35.0,7496723533997886225,1353.0,423.0,18642.0,0.0,43807309.0,1341.0,https://www.tiktok.com/@mnm_pipi/video/7496723450644450577,35,1,"Rejection itu normal dalam kehidupan, sama juga dengan dengan return barangan dekat TikTok Shop. Tapi yang best nya kalau korang kena reject untuk return, korang boleh berhubung dengan agen kami, kami akan bantu korang dengan senang hati. Macam mana nak buat? Ni.. kami dah sediakan cara-cara untuk korang buat rayuan seandainya barangan return korang kena reject.. dah jangan bersedih okay 😉. Selamat Mencuba. #TikTokShopMy Rejection itu normal dalam kehidupan, sama juga dengan dengan return barangan dekat TikTok Shop. Tapi yang best nya kalau korang kena reject untuk return, korang boleh berhubung dengan agen kami, kami akan bantu korang dengan senang hati. Macam mana nak buat? Ni.. kami dah sediakan cara-cara untuk korang buat rayuan seandainya barangan return korang kena reject.. dah jangan bersedih okay 😉. Selamat Mencuba. #TikTokShopMy",849,128,0.5499999999999999,0.48333333333333334,7148386175531058182,0,0.0,0.0,0.9999999771727596,0.0004255454169635159,9.65592272157318e-06,3.061132947902987e-05,3.088525636474826e-05,7987.2,1,0.0,31234755.6,22798.8,100.0,0,0.0,"['tiktokshopmy', 'tiktokshopmy']",0,2,0,5.0,3.0,4.0,45.0,0,0.000807204,0,2,Positive
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ocvz7i3IAAAAitQMLTl78aYdX0CAILcViBnB4~tplv-noop.image?x-expires=1748723343&x-signature=xBK4HzB8qsUKzhP5pVwz9Ous2ow%3D,26,7494121317369728263,7494121317369728263,https://www.tiktok.com/@mnm_pipi/video/7494121317369728263,Malaysia,"Semudah ABC je nak batalkan pesanan dekat TikTok Shop.  Kadang-kadang terbeli ikut nafsu tu normal lah, manusia kan, tak lari dari silap. Tapi jangan risau, kitorang dah ajar cara cancel & dapatkan refund semula.. Selamat mencuba!  #TikTokShopMy","Semudah ABC je nak batalkan pesanan dekat TikTok Shop.  Kadang-kadang terbeli ikut nafsu tu normal lah, manusia kan, tak lari dari silap. Tapi jangan risau, kitorang dah ajar cara cancel & dapatkan refund semula.. Selamat mencuba!  #TikTokShopMy",2025-04-17 03:38:15,7148386175531058182,tiktokshop_my 🇲🇾,original sound - tiktokshop_my,2025-04-17 03:38:23,26.0,7494121366921153297,1665.0,488.0,20285.0,0.0,42231855.0,1896.0,https://www.tiktok.com/@mnm_pipi/video/7494121317369728263,26,1,"Semudah ABC je nak batalkan pesanan dekat TikTok Shop.  Kadang-kadang terbeli ikut nafsu tu normal lah, manusia kan, tak lari dari silap. Tapi jangan risau, kitorang dah ajar cara cancel & dapatkan refund semula.. Selamat mencuba!  #TikTokShopMy Semudah ABC je nak batalkan pesanan dekat TikTok Shop.  Kadang-kadang terbeli ikut nafsu tu normal lah, manusia kan, tak lari dari silap. Tapi jangan risau, kitorang dah ajar cara cancel & dapatkan refund semula.. Selamat mencuba!  #TikTokShopMy",491,74,0.1875,0.6499999999999999,7148386175531058182,0,0.0,0.0,0.9999999763211922,0.0004803246156171777,1.1555258191825621e-05,4.489501953217495e-05,3.9425214937273894e-05,8806.1,1,0.0,31234755.6,22798.8,100.0,0,0.0,"['tiktokshopmy', 'tiktokshopmy']",0,2,0,3.0,3.0,4.0,52.0,0,0.0011545945,0,4,Positive
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oAKnksGuQEAq9ttBgEoCMDeBJQ4QcsvfgAJFZV~tplv-noop.image?x-expires=1748723324&x-signature=6I%2Btv0RA33yIuByFD95W1dvX%2Fm0%3D,6,7504696722300407058,7504696722300407058,https://www.tiktok.com/@mnm_pipi/video/7504696722300407058,Malaysia,"Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY","Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY",2025-05-15 15:36:12,6815758082208531457,HUAWEI Malaysia,original sound - huaweimobilemy,2025-05-15 15:36:16,6.0,7504696751832435472,4708.0,238.0,81003.0,0.0,34664872.0,2403.0,https://www.tiktok.com/@mnm_pipi/video/7504696722300407058,6,1,"Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY",199,24,0.0,0.0,6815758082208531457,0,0.0,0.0,0.9999999711523536,0.0023367459041318283,6.865739851405196e-06,6.93208943820449e-05,0.00013581471941351118,33424.00000000001,1,0.0,23598437.0,51380.5,100.0,0,0.0,"['huaweilaunch', 'huaweiwatchfit4pro', 'huaweimy', 'huaweilaunch', 'huaweiwatchfit4pro', 'huaweimy']",0,6,0,15.0,3.0,5.0,23.0,1,0.9305938,1,0,Neutral
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oMfMmTfoECDFoReIBItEwxAsUwZA0QvXDIjIEs~tplv-noop.image?x-expires=1748723327&x-signature=iVAWFQapuVVUFY8rQUR8tzzvUe4%3D,10,7496412288711249159,7496412288711249159,https://www.tiktok.com/@mnm_pipi/video/7496412288711249159,Malaysia,"Sekali dah cuba aiskrim #MILOKaw baharu, mesti nak lagi! Nikmati aiskrim paling KAW dengan 5x LEBIH MILO Jom cuba hari ini! #NestleIceCream",nan,,,,nan,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,https://www.tiktok.com/@mnm_pipi/video/7496412288711249159,10,1,"Sekali dah cuba aiskrim #MILOKaw baharu, mesti nak lagi! Nikmati aiskrim paling KAW dengan 5x LEBIH MILO Jom cuba hari ini! #NestleIceCream nan",143,23,0.0,0.0,<NA>,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,100.0,0,0.0,"['milokaw', 'nestleicecream']",0,2,0,0.0,0.0,0.0,0.0,0,0.008999945,0,2,Neutral
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oI0SWtgmVEe5APtoA0OnQIQNfDEY3BBcrD1RDF~tplv-noop.image?x-expires=1748723353&x-signature=eUmyljfuucbMxJnGXnRstBD%2FvKA%3D,35,7497685667518926088,7497685667518926088,https://www.tiktok.com/@mnm_pipi/video/7497685667518926088,Malaysia,#BlockBlast 📲🦭,#BlockBlast 📲🦭,2025-04-26 18:09:45,7362666808937415688,kori,kori,2025-04-26 18:09:49,35.0,7497685696774441744,2201505.0,309127.0,38503346.0,0.0,1001498208.0,9739382.0,https://www.tiktok.com/@mnm_pipi/video/7497685667518926088,35,1,#BlockBlast 📲🦭 #BlockBlast 📲🦭,29,4,0.0,0.0,7362666808937415688,0,0.0,0.0,0.9999999990014959,0.038445746236976046,0.0003086645559842434,0.009724812198840388,0.002198211619567659,17662103.4,0,0.0,1001498208.0,38503346.0,100.0,0,0.0,"['blockblast', 'blockblast']",0,2,0,18.0,5.0,4.0,42.0,1,0.9991499,1,0,Neutral
MY,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-85c255c799-us/oADdNLygIg7QArZ3gMebERZJDcFePGk8HEibCf~tplv-noop.image?x-expires=1748723334&x-signature=GhT8BlnQ0CGPk6QjnEYMQc%2BRvbQ%3D,17,7472319430572182826,7472319430572182826,https://www.tiktok.com/@mnm_pipi/video/7472319430572182826,Malaysia,phone case inspo ❤️🦋🎀 #temufinds #phonecases,phone case inspo ❤️🦋🎀 #temufinds #phonecases,2025-02-17 09:37:51,7277133862680527915,temu_techfinds,original sound - temu_techfinds,2025-02-17 09:37:54,17.0,7472319877848599338,25521.0,9582.0,418805.0,0.0,262711052.0,17255.0,https://www.tiktok.com/@mnm_pipi/video/7472319430572182826,17,1,phone case inspo ❤️🦋🎀 #temufinds #phonecases phone case inspo ❤️🦋🎀 #temufinds #phonecases,89,12,0.0,0.0,7277133862680527915,0,0.0,0.0,0.9999999961935366,0.001594165891451853,3.647353200628373e-05,6.56805254402448e-05,9.714475165230296e-05,176399.7,1,0.0,188150357.0,352747.5,100.0,0,0.0,"['temufinds', 'phonecases', 'temufinds', 'phonecases']",0,4,0,9.0,0.0,2.0,111.0,1,0.9833655,1,0,Neutral
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oQgRnLg0fFKjGiG9ge7fmQdAI8evMJc7vQgAGV~tplv-noop.image?x-expires=1748723323&x-signature=lANBUYweDqnthaN5g5NCHmcZBdw%3D,6,7496800861931392263,7496800861931392263,https://www.tiktok.com/@mnm_pipi/video/7496800861931392263,Malaysia,"KitKat® Dark Borneo, nikmati kelazatan biji koko asli dari borneo dengan sentuhan rasa buah-buahan! #KITKATMalaysia #HaveABreakHaveAKITKAT #KITKATDarkBorneo ","KitKat® Dark Borneo, nikmati kelazatan biji koko asli dari borneo dengan sentuhan rasa buah-buahan! #KITKATMalaysia #HaveABreakHaveAKITKAT #KITKATDarkBorneo ",2025-04-24 08:56:13,7337490706539529218,KitKat® Malaysia Official,original sound - kitkatmalaysia,2025-04-24 08:56:19,6.0,7496800899184986897,3470.0,211.0,30750.0,0.0,29627019.0,1963.0,https://www.tiktok.com/@mnm_pipi/video/7496800861931392263,6,1,"KitKat® Dark Borneo, nikmati kelazatan biji koko asli dari borneo dengan sentuhan rasa buah-buahan! #KITKATMalaysia #HaveABreakHaveAKITKAT #KITKATDarkBorneo  KitKat® Dark Borneo, nikmati kelazatan biji koko asli dari borneo dengan sentuhan rasa buah-buahan! #KITKATMalaysia #HaveABreakHaveAKITKAT #KITKATDarkBorneo ",315,34,-0.1875,0.4,7337490706539529218,0,0.0,0.0,0.9999999662470272,0.0010379039133871716,7.121877259339616e-06,6.625708559281358e-05,0.00011712281559198327,13102.9,1,0.0,29292539.0,24525.0,100.0,0,0.0,"['kitkatmalaysia', 'haveabreakhaveakitkat', 'kitkatdarkborneo', 'kitkatmalaysia', 'haveabreakhaveakitkat', 'kitkatdarkborneo']",0,6,0,8.0,3.0,4.0,45.0,0,0.009896087,0,4,Negative
