country_code,cover,duration,id,item_id,item_url,region,title
MY,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-85c255/oQo8IbpwEDEkUQ0kzLBBfFyk8BJRhIeiByGOND~tplv-noop.image?x-expires=1748723381&x-signature=m3lTjyhW%2BGDGurWqodKYpVlvqGE%3D,64,7501641419518528774,7501641419518528774,https://www.tiktok.com/@mnm_pipi/video/7501641419518528774,Malaysia,"Safe, convenient and mak-mak friendly?!🫨 AYE, that’s right! With Samsung Wallet, skip the hassle of finding your cards and fumbling through bulky wallets 😏 Just swipe up, tap and pay, all from your Galaxy A Series. Shop the new Galaxy A56 | A36 5G to enjoy up to RM329 worth of rewards! Ends 31 May 2025. T&Cs apply. #KitaPilihAYE #AwesomeIntelligence"
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/owCtjVGqXS6ejS5Lf1fQowzIFAHLgIQ4DgAAQp~tplv-noop.image?x-expires=1748723348&x-signature=tGw9Q4KpfeKvJM85RLX1%2FcsT3Oc%3D,30,7507452740264578322,7507452740264578322,https://www.tiktok.com/@mnm_pipi/video/7507452740264578322,Malaysia,HAUWEI WATCH FIT 4 Series. Pratempah dari RM599. #HUAWEIWATCHFIT4 #HUAWEIWATCHFIT4Pro #HUAWEIMY
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oIB2WuDPIA5faIiuaPKEBs7ASRaNYw7sH2A0iz~tplv-noop.image?x-expires=1748723350&x-signature=sBu6PmmAN6KipQ2RouaAAIzWKlU%3D,33,7491194398345104656,7491194398345104656,https://www.tiktok.com/@mnm_pipi/video/7491194398345104656,Malaysia,"Kadang-kadang rasa kecewa kan bila barang yang kita order tak sama macam yang sampai?  Tapi jangan risau, sekarang TikTok Shop dah buatkan proses pemulangan barang jadi super mudah!  Boleh return barang dengan senang, percuma pulak tu! So, lepas ni boleh shopping tanpa risau! Jangan takut nak beli, sebab kalau ada masalah, TikTok Shop dah bantu selesaikan.  #TikTokShopMy"
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ogAvM2AIsJBIlYX248QENiD0vHlAtiIaAmnND~tplv-noop.image?x-expires=1748723352&x-signature=hK6ekHK6vRbb8bazgpOr9U2TzJQ%3D,35,7496723450644450577,7496723450644450577,https://www.tiktok.com/@mnm_pipi/video/7496723450644450577,Malaysia,"Rejection itu normal dalam kehidupan, sama juga dengan dengan return barangan dekat TikTok Shop. Tapi yang best nya kalau korang kena reject untuk return, korang boleh berhubung dengan agen kami, kami akan bantu korang dengan senang hati. Macam mana nak buat? Ni.. kami dah sediakan cara-cara untuk korang buat rayuan seandainya barangan return korang kena reject.. dah jangan bersedih okay 😉. Selamat Mencuba. #TikTokShopMy"
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ocvz7i3IAAAAitQMLTl78aYdX0CAILcViBnB4~tplv-noop.image?x-expires=1748723343&x-signature=xBK4HzB8qsUKzhP5pVwz9Ous2ow%3D,26,7494121317369728263,7494121317369728263,https://www.tiktok.com/@mnm_pipi/video/7494121317369728263,Malaysia,"Semudah ABC je nak batalkan pesanan dekat TikTok Shop.  Kadang-kadang terbeli ikut nafsu tu normal lah, manusia kan, tak lari dari silap. Tapi jangan risau, kitorang dah ajar cara cancel & dapatkan refund semula.. Selamat mencuba!  #TikTokShopMy"
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oAKnksGuQEAq9ttBgEoCMDeBJQ4QcsvfgAJFZV~tplv-noop.image?x-expires=1748723324&x-signature=6I%2Btv0RA33yIuByFD95W1dvX%2Fm0%3D,6,7504696722300407058,7504696722300407058,https://www.tiktok.com/@mnm_pipi/video/7504696722300407058,Malaysia,"Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY"
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oMfMmTfoECDFoReIBItEwxAsUwZA0QvXDIjIEs~tplv-noop.image?x-expires=1748723327&x-signature=iVAWFQapuVVUFY8rQUR8tzzvUe4%3D,10,7496412288711249159,7496412288711249159,https://www.tiktok.com/@mnm_pipi/video/7496412288711249159,Malaysia,"Sekali dah cuba aiskrim #MILOKaw baharu, mesti nak lagi! Nikmati aiskrim paling KAW dengan 5x LEBIH MILO Jom cuba hari ini! #NestleIceCream"
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oI0SWtgmVEe5APtoA0OnQIQNfDEY3BBcrD1RDF~tplv-noop.image?x-expires=1748723353&x-signature=eUmyljfuucbMxJnGXnRstBD%2FvKA%3D,35,7497685667518926088,7497685667518926088,https://www.tiktok.com/@mnm_pipi/video/7497685667518926088,Malaysia,#BlockBlast 📲🦭
MY,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-85c255c799-us/oADdNLygIg7QArZ3gMebERZJDcFePGk8HEibCf~tplv-noop.image?x-expires=1748723334&x-signature=GhT8BlnQ0CGPk6QjnEYMQc%2BRvbQ%3D,17,7472319430572182826,7472319430572182826,https://www.tiktok.com/@mnm_pipi/video/7472319430572182826,Malaysia,phone case inspo ❤️🦋🎀 #temufinds #phonecases
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oQgRnLg0fFKjGiG9ge7fmQdAI8evMJc7vQgAGV~tplv-noop.image?x-expires=1748723323&x-signature=lANBUYweDqnthaN5g5NCHmcZBdw%3D,6,7496800861931392263,7496800861931392263,https://www.tiktok.com/@mnm_pipi/video/7496800861931392263,Malaysia,"KitKat® Dark Borneo, nikmati kelazatan biji koko asli dari borneo dengan sentuhan rasa buah-buahan! #KITKATMalaysia #HaveABreakHaveAKITKAT #KITKATDarkBorneo "
