desc,create_time,author_user_id,music_author,music_title,music_create_time,music_duration,music_id,collect_count,comment_count,digg_count,forward_count,play_count,share_count,video_url
"Nak gi jenjalan tak makeup pun sis dah ghisau, inikan pulak hari penting! Nasib baiklah ada GrabMart, bolehlah touch up sikit bagi naik seri muka! 😍",1734925709,6804701946541933569,GrabMY,original sound - grabmy,1734925728.0,61.0,7451449255534807825,61.0,76.0,15096.0,0.0,24532808.0,1887.0,https://www.tiktok.com/@mnm_pipi/video/7451449150534618386
"Dengan pencuci muka Neem Himalaya mengandungi 96% bahan semula jadi, tiada lagi akne dan bekas akne! Acne? Neem Jer! Dapatkan Neem Jer Sekarang! Himalaya Official Store: https://bit.ly/40zSUpb Watsons: https://bit.ly/4eHvntZ Guardian: https://bit.ly/4csoWJe BigPharmacy: https://bit.ly/40FHt1L Caring:https://bit.ly/3C3KX4y Shopee: https://bit.ly/3D4MSCO Lazada: https://bit.ly/44koKYH #NeemJer #AntiAcne #Acne #Skincare #Malaysia",1737026020,6903419470284751873,HIMALAYA MALAYSIA,original sound - himalayamalaysia,1737026027.0,15.0,7460469973766032144,1073.0,195.0,13732.0,0.0,21213170.0,761.0,https://www.tiktok.com/@mnm_pipi/video/7460469932996693255
"When your hair is so flawless, even your friends are jealous 😏✨ With @herbalessencesmy NEW Eucalyptus Shampoo, smooth and nourished hair is effortless! 💚 Free from sulfates and parabens, cruelty-free, and enriched with real botanicals and 6X aloe goodness for hair that feels truly nourished. Because great hair days shouldn’t need an explanation. 🫧 #HerbalEssence#KeepItReal, #NatureInEveryDrop, #PureEssencePower, #RealCareRealResults #EssenceOfBeauty, #ResultsYouCanFeel",1738289480,82916378969513985,kayleyxchai,original sound - kayleyxchai,1738060865.0,51.0,7464914566804245265,2118.0,71.0,33856.0,0.0,17757333.0,652.0,https://www.tiktok.com/@mnm_pipi/video/7464914512609643794
"Meet the NEW SKINTIFIC Sensitive Serum Sunscreen! 🌞  Now you can protect your skin from UVA/UVB rays and environmental stressors - while instantly soothing and calming sensitive skin. The ultimate skin rescue, designed to support the self-repair of your sensitive skin ✨ Grab yours now 😍 #skintificmy #skintificmy #skintificmalaysia #fyp #trending ",1745913775,7018001722786399233,Skintific.my,original sound - skintific.my,1745913779.0,24.0,7498642575146879760,438.0,79.0,5661.0,0.0,11524624.0,473.0,https://www.tiktok.com/@mnm_pipi/video/7498642539596270866
"Get the best value when you switch to CelcomDigi Prepaid 5G! 🤩 From just RM25, enjoy Unlimited 5G and 100Mbps high-speed Internet—all day, every day. 💃💰 Get more value with Malaysia’s No.1 Prepaid Plan in link in bio.",1740468717,7198059106232599579,CelcomDigi,original sound - celcomdigi,1740468726.0,28.0,7475256246396914449,1258.0,0.0,11025.0,0.0,31479812.0,788.0,https://www.tiktok.com/@mnm_pipi/video/7475256203476569351
Join us on this thrilling Nescafé business case challenge! Registration begins 12th May 2025! @nestleneedsyouth #business #case #challenge,1746687814,7385112462465434631,NESCAFÉ Malaysia,original sound - nescafe.my,1746687817.0,14.0,7501967046470159121,519.0,0.0,5725.0,0.0,10869639.0,538.0,https://www.tiktok.com/@mnm_pipi/video/7501967021249219858
"Selamat Hari Ibu kepada semua supermom! Terima kasih kerana sentiasa jadi tulang belakang,  pemberi semangat, dan pelindung sepanjang hayat.  Sempena Hari Ibu, jom kita luangkan masa dan beri yang terbaik untuk wanita terhebat dalam hidup kita. 💐💖 #SelamatHariIbu #TerimaKasihIbu",1746511458,6903419470284751873,HIMALAYA MALAYSIA,original sound - himalayamalaysia,1746511465.0,21.0,7501209620300761857,385.0,122.0,3913.0,0.0,11481106.0,379.0,https://www.tiktok.com/@mnm_pipi/video/7501209575085853960
Nak review skincare ni payah tau mesti kena at least 2 minggu nak kena try untuk tengok sesuai tak kat kulit. Kalau jenis suruh overclaim macam2 tu memang idok la nak percaya sebab skincare harga murah tapi claim boleh buat result macam pergi treatment ribu2 😌,1746426728,7243215523793126408,nightbird_bgm,Pop beat BGM / long version(1283324),1660851664.0,439.0,7133303460480419841,5565.0,439.0,47569.0,0.0,11053892.0,1021.0,https://www.tiktok.com/@mnm_pipi/video/7500845485305974017
"Musim perayaan ini, berhati-hati dengan tawaran dalam talian dan elakkan daripada menjadi mangsa penipuan .APK. Sentiasa semak sumber sebelum memuat turun. Kekal maklum dan selamat dalam talian. #SafeInternet",1742968800,7198059106232599579,CelcomDigi,original sound - celcomdigi,1742966584.0,51.0,7485984472282696449,661.0,0.0,5615.0,0.0,17723876.0,790.0,https://www.tiktok.com/@mnm_pipi/video/7485984369312681232
Hadiah birthday anak aku. #Taobao #Taobaoshop #Ordertaobao #TaobaoMY ,1745498979,6672748984714593281,Fendymojo,original sound - fendymojo,1745498986.0,35.0,7496861055932140304,4664.0,371.0,113437.0,0.0,13069192.0,2430.0,https://www.tiktok.com/@mnm_pipi/video/7496861019663322376
#blondesbarbershop ,1731294648,6864319168515720194,AufaBlondz,original sound - aufablondz,1731294669.0,91.0,7435853980192394000,16948.0,604.0,77705.0,0.0,16087817.0,7044.0,https://www.tiktok.com/@mnm_pipi/video/7435853872062549256
"Replying to @nanajimie yang ni juga serasi, Alhamdulillah #kurap #gatal #masalahkulit #cream #krimherbacina ",1746067331,7380540969189573650,akak saraf,original sound - akaksaraf,1746067334.0,35.0,7499302094001310480,15712.0,1948.0,40900.0,0.0,11170781.0,15262.0,https://www.tiktok.com/@mnm_pipi/video/7499302068063079687
Replying to @user31875707301180 ,1740333014,7162376747764859930,furufuru,3 minutes cooking song(863632),1600365816.0,150.0,6873518662561564674,15506.0,1884.0,75534.0,0.0,30820634.0,13552.0,https://www.tiktok.com/@mnm_pipi/video/7474673334081391879
"Netflix atau Max? Pilih dengan Unifi Home 300 Mbps, serendah RM142/bulan!",1745548144,7086749883202765826,Unifi,original sound - unifiyourworld,1745548151.0,15.0,7497072219521059585,434.0,110.0,3342.0,0.0,11606134.0,238.0,https://www.tiktok.com/@mnm_pipi/video/7497072149614710024
DIPLOMA HOTEL & KATERING  (Bakal Chef 5 Bintang) ✅DIPLOMA DIIKTIRAF MQA   ✅KELAS 3 KALI SEMINGGU   ✅PELUANG KERJAYA DALAM & LUAR NEGARA  ✅70% KELAS DI DAPUR MASAK,1741148041,6665291877950357505,Official KOLEJKTAC,original sound - kolejktac,1741148044.0,15.0,7478173904336259857,2144.0,372.0,20718.0,0.0,12735105.0,1168.0,https://www.tiktok.com/@mnm_pipi/video/7478173868809571591
"Apakah erti #CARRY pada kita semua? Di sebalik setiap kemenangan, ada tekad, pengorbanan dan semangat yang tidak ternilai. 📆 21st May 2025 | 3PM 📍 LIVE on TikTok & Facebook: Infinix Malaysia (@infinixmy) & MPL Malaysia (@mplmy) @homebois__ @monstervicious__ @oceanblackmy  #Infinix #InfinixMalaysia #InfinixGT30Pro #AllDayFullFPS #CARRRRRRY #CarryLikeAPro #homebois #homeboisworldwide #staytrue #MonsterVicious #MVFamilia #OceanBlack #RiseOfOceanBlack #AllHandsOnDeck ",1747540800,7114821173599159302,Z7,Love me transition,1667849809.0,10.0,7163360346605292294,1721.0,150.0,25767.0,0.0,9942765.0,799.0,https://www.tiktok.com/@mnm_pipi/video/7505581481784380688
Don’t forget to hold your breath. #FinalDestination #Bloodlines - Only in cinemas 15 May.,1745904733,6764250900665517061,Warner Bros. Malaysia,original sound - warnerbrosmy,1745904742.0,23.0,7498603762836228881,1864.0,142.0,29230.0,0.0,9946725.0,3214.0,https://www.tiktok.com/@mnm_pipi/video/7498603714127596818
Replying to @Shafinaz Anwar | Storyteller pencarian masih diteruskan lepas diracun warga Tiktok 😂 #hairtok #hairtonic #haircare #hairgrowth #rambutlebat #labonhair #vigoroushairtonic #hellobabes ,1732449189,6987064982597141506,orino,Vlog ・ Stylish city pop(1275391),1676492339.0,179.0,7200478944389564418,3152.0,136.0,12812.0,0.0,10334933.0,736.0,https://www.tiktok.com/@mnm_pipi/video/7440812493129256209
"Your favourite Kleenex tissue, now with a touch of Disney magic!✨ Unveil five enchanting designs with just a flick of the wand, bringing magical comfort in every touch. 🏰 #Kleenex #KleenexDisney #Disney #MagicalComfortInEveryTouch",1744970324,7109258602062513158,Kleenex MY,original sound - mykleenex,1744970327.0,8.0,7494590481242917648,718.0,77.0,10465.0,0.0,10164371.0,529.0,https://www.tiktok.com/@mnm_pipi/video/7494590451270421767
"Netflix or Max? You choose with Unifi Home 300 Mbps, for only RM142/month!",1745548292,7086749883202765826,Unifi,original sound - unifiyourworld,1745548301.0,15.0,7497072858036849425,440.0,93.0,3119.0,0.0,11254780.0,216.0,https://www.tiktok.com/@mnm_pipi/video/7497072798041459976
"Dengan pes & lebih Kaw, MAGGI®️ SYIOK Tom Yam Kaw sesuai untuk orang yang yum! ​ #CamniBaruSYIOK #MAGGISYIOK #TomYamKaw #fyp #ASMR #instantnoodle #TomYam #trending #Foodie​",1745814732,7358676015813723137,FASSounds,Food,1702834998.0,73.0,7313620406597011457,2378.0,32.0,23767.0,0.0,9525745.0,1109.0,https://www.tiktok.com/@mnm_pipi/video/7498217154391608584
IQ Option Trading platform #trading #forextrader #forexlifestyle #trending #forextraining #trendingreels #tradingstrategy #forexmarket #forexmarket #957MY #motivation,1742828615,7449406208346375190,Trading news,original sound - iqoptiion,1742828624.0,18.0,7485391883205675798,2627.0,136.0,45073.0,0.0,15432094.0,232.0,https://www.tiktok.com/@mnm_pipi/video/7485391876963470614
"Adakah anda akan biarkan orang yang tak dikenali ataupun ""stranger"" pegang si manja anda? Semestinya TAK kan. Jadi, kenapa ambil risiko gunakan lampin cap ayam? 🤔👶   Keselesaaan dan keselamatan si manja anda sentiasa menjadi keutamaan, termasuk dalam memilih lampin yang selamat untuk kulit si manja. Pilih jenama yang dipercayai, dah pasti baru beli.    Drypers dipercayai ibu-ibu Malaysia. 💕   #DrypersMalaysia #PastikanDrypersBaruBeli #DahPastiBaruBeli",1745377216,7120106976751191067,Atomica Music,Cheeky Sneaky,1677044612.0,60.0,7202851550270588929,2882.0,777.0,30039.0,0.0,12996649.0,1875.0,https://www.tiktok.com/@mnm_pipi/video/7496338029964053778
"Janji mula, boleh je buat duit! Sign up, mula post — nanti korang sendiri akan nampak hasilnya!  @Izara | RumahManisIzara pun mula simple je, tengok sekarang… steady gila! 💸🔥 Link kat biooo 🧡",1744960024,7296396154895008769,Shopee Affiliate MY,original sound - shopeeaffiliatemy,1744960028.0,48.0,7494546242841037585,5278.0,805.0,36706.0,0.0,28320847.0,3296.0,https://www.tiktok.com/@mnm_pipi/video/7494546214973656338
"Choose your fighter! Deodorant or Perfume? 😎 For me, I mestilah akan pilih NIVEA Pearl & Beauty Fine Fragrance! ✨ Bau parfum eksklusifnya bukannya sekadar wangi tau, ia tahan seharian juga! Plusss ia juga boleh mencerahkan kulit bawah lengan korang sehingga 5X! Tak perlu pun pakai perfume dah lepas ni, cubalah sekarang! 🩵 #myNIVEA",1736079243,75514846835,Syazaayusof ᥫ᭡,original sound - syazaayusof,1736079275.0,39.0,7456403702498904848,4841.0,354.0,83387.0,0.0,20023623.0,2269.0,https://www.tiktok.com/@mnm_pipi/video/7456403550860561671
"GRWM for coffee date with husband! In version shopeehaul 🧡 dari atas sampai bawah all from shopee! Tkyh pening ii kepala nk cari outfit yg modest, shopee je senang 😍 @Shopee Malaysia  #ShopeeMY #ShopeeHaul",1745997162,6592884917327233026,Carlito,original sound - rlitocesar,1742583248.0,57.0,7484338037247888134,1513.0,85.0,14255.0,0.0,10007130.0,619.0,https://www.tiktok.com/@mnm_pipi/video/7499000683488759047
Apakah kucing anda juga mahukan SHEBA? #HanyaSHEBA #ALLTheyWantlsSHEBA #HanyaSHEBAsiManjaInginkan ,1742874456,7162002199488087046,WHISKAS and PEDIGREE.OS,original sound - whiskasshebamy,1742874469.0,6.0,7485588837322820369,586.0,3.0,10686.0,0.0,18108308.0,504.0,https://www.tiktok.com/@mnm_pipi/video/7485588726136065296
10 hari je dah nmpk kesan 😍👍🏻  #lglutathione #vitamingummies #whitening #raya ,1739425765,6566452619166367746,D A N I A🦋✨,original sound - d.qistinaaa,1739425774.0,15.0,7470776804674079505,74131.0,3184.0,275789.0,0.0,26907579.0,22313.0,https://www.tiktok.com/@mnm_pipi/video/7470776603266649361
"""✨ Diuji secara dermatologi untuk keselamatan kulit anda! ✨ Eucerin Spotless Brightening Booster Serum, dengan Thiamidol – bahan anti-bintik hitam Eucerin paling berkesan, membantu mengurangkan bintik hitam yang nyata dan tersembunyi untuk kulit yang lebih cerah dan sekata. 🌟 Dapatkan kulit berseri yang anda impikan hari ini. #MyEucerin #Thiamidol #1DarkSpotsSolution #EucerinSpotlessBrightening #ReduceVisibleAndHiddenSpots"" #productcontent #belisekarang #TikTokMadeMebuyit #M1 ",1745474146,7024016574178001921,harryfaoki,"Best background music for corporate CM, company description videos, etc.",1589196938.0,191.0,6817453979945928705,843.0,21.0,4503.0,0.0,10344489.0,351.0,https://www.tiktok.com/@mnm_pipi/video/7496754353156427026
"MINGYU(@min9yu_k) is Hungry Before Boarding! See How SNICKERS Saves the Day 💪🏻  What? MINGYU can’t find his passport again...? No worries—SNICKERS has got your back! 🍫 Feeling hungry while on the go? Have a SNICKERS and stay at your best when it counts! You're not you when you’re hungry, grab a SNICKERS! #SNICKERS #SNICKERSOnTheGo #YoureNotYouWhenYoureHungry #MINGYU #SNICKERSwithMINGYU",1742969608,7293326612090848274,brev,Shadow by Seventeen,1662569781.0,14.0,7140682766047333146,1359.0,17.0,21608.0,0.0,20122537.0,2008.0,https://www.tiktok.com/@mnm_pipi/video/7485997411156921607
"""Jualan hari gaji ‼️‼️penghantaran percuma guysss…save the date 25 april❗️dari skincare sampai ke style semua shopee stel kan…diskaun sehingga 90% Diskaun Dijamin Harga Terendah, guyssss jgn lepaskan peluang niiii cepat chekout @Shopee Malaysia  #ShopeeMY #ShopeeHaul""",1745994836,6552759517200121858,Speedxur🎧,blank space speed up version,1669925022.0,62.0,7172273308887550726,912.0,94.0,8818.0,0.0,9664197.0,490.0,https://www.tiktok.com/@mnm_pipi/video/7498990703205174536
"Kalau rasa busy dengan kerja tapi still nak shopping outfit, jangan risau shopee kan ada untuk shopeehaul! #ShopeeMY #ShopeeHaul @Shopee Malaysia #fyp #foryou ",1746087898,6788043832686937089,CikguAsyraf,original sound - asyrafjalil,1746087905.0,50.0,7499390440945273601,717.0,30.0,5937.0,0.0,9463274.0,324.0,https://www.tiktok.com/@mnm_pipi/video/7499390395344866578
"Siapa sangka nak look macam ni takyah beli dekat banyak tempat, beli dekat Shopee je sebab dah one-stop-shop. Senang kerja ! Harga pun murah dengan quality superb ! 😆🤍  @Shopee Malaysia #ShopeeHaul #ShopeeMY",1745937352,7188018,Oh Yu Sik,Honey Tea,1721160126.0,138.0,7392310604470650881,1306.0,96.0,8019.0,0.0,8984224.0,582.0,https://www.tiktok.com/@mnm_pipi/video/7498743810302692616
#rat #penghalautikus #ratrepellent  #antitikus #halautikus #tipsrumah ,1746545894,7261058338854503426,Aiman Fahmi 3,original sound - aimanfahmi333,1746545922.0,50.0,7501357609883077377,9018.0,623.0,28235.0,0.0,9636830.0,12287.0,https://www.tiktok.com/@mnm_pipi/video/7501357452382784789
Clears my mind🧘🏾❤️ #blockblast #blockblastlove ,1742005305,97270231579918336,𝔄𝔯𝔱𝔥𝔲𝔯,Count Me Out × Zelda,1684367591.0,26.0,7234303670864448262,78693.0,1768.0,2633092.0,0.0,43967284.0,103494.0,https://www.tiktok.com/@mnm_pipi/video/7481855699350195502
Makeup full face guna barang dari Shopee je? Tengok sendiri hasil dia… berbaloi ke tak? @Shopee Malaysia #ShopeeHaul #ShopeeMy,1745936898,6764306907597505537,wikwok82,original sound - wikwok82,1745936901.0,41.0,7498741858396900102,1228.0,131.0,9008.0,0.0,8986313.0,523.0,https://www.tiktok.com/@mnm_pipi/video/7498741845942439173
What can 14T do? More than you think. Watch this.👇🔥 #realmeMY #realme14T #GamingPickrealme14Series,1747376029,6781749369135727617,realmeMalaysia,original sound - realme.my,1747376041.0,73.0,7504922943144299265,617.0,112.0,6514.0,0.0,9393493.0,320.0,https://www.tiktok.com/@mnm_pipi/video/7504922769176415489
"Barang ni memang rare dan worth it! Kalau korang tengah cari something unique dengan harga berbaloi, yang ni confirm patut masuk cart! Semua info ada kat link in bio—jangan terlepas! #Taobao #Taobaoshop #Ordertaobao #TaobaoMY #BarangMurah #BarangViral #TipsShoppingOnline #ShoppingBijak #BarangBest #TaobaoMalaysia",1744012435,6828469178861798405,yo suzuki(akisai),"Funny video ""Carmen Prelude"" Arranging weakness(836530)",1594919086.0,146.0,6850125286504138753,5299.0,556.0,67141.0,0.0,19285609.0,1692.0,https://www.tiktok.com/@mnm_pipi/video/7490476350948576520
Pelindung matahari SPF50 dan Thiamidol! Mencegah bintik hitam! @Eucerin Malaysia  #SPF50 #Thiamidol #doktortiktok #drkenneth#MyEucerin #dermatologist #Eucerinsunprotection #sunscreen #SPF #dailySPF,1744028250,7265958831115895826,ALEKSANDAR KIPROV,Focus on Success,1693603353.0,155.0,7273970553332615179,3532.0,451.0,29006.0,0.0,8684014.0,2089.0,https://www.tiktok.com/@mnm_pipi/video/7490544250958925077
Yes im that kind of gurll hihi #fyp #fypage #fyppppppppppppppppppppppp  @GarnierMY ,1745237372,6718564312862983169,fer,original sound - farahnrdn_,1745237377.0,57.0,7495737452678712065,2594.0,556.0,84939.0,0.0,8628627.0,3666.0,https://www.tiktok.com/@mnm_pipi/video/7495737420315446536
"Dah la harga murah, dapat freeshipping lagi. Memang port beli baju dekat shopee jerrrr, Memang dah tak shopping tempat lain 😜 jom kita serbu shopee @Shopee Malaysia  #ShopeeMY #ShopeeHaul",1745936952,6537037482209935362,Simon Armitage,Beautiful Wild Nature,1717401611.0,124.0,7376182933185480741,748.0,38.0,7508.0,0.0,9150016.0,525.0,https://www.tiktok.com/@mnm_pipi/video/7498742085999267090
Sarapan bersama bijirin penuh rangup KitKat® Cereal!  #KITKATMalaysia #HaveABreakHaveAKITKAT #KITKATCereal #JOMRILEKwithKITKATCEREAL,1743048916,7337490706539529218,KitKat® Malaysia Official,original sound - kitkatmalaysia,1743048924.0,10.0,7486338113334233857,1822.0,10.0,18300.0,0.0,28958059.0,2560.0,https://www.tiktok.com/@mnm_pipi/video/7486338054525832466
Weiii dapat harga murah siap Free Shipping!!!! #Taobao #Taobaoshop #Ordertaobao #TaobaoMY,1743304432,6610578944427474946,Faisal Suhaimi,original sound - faisal.suhaimi,1743304441.0,77.0,7487435554003766017,11265.0,1238.0,144667.0,0.0,24804023.0,5836.0,https://www.tiktok.com/@mnm_pipi/video/7487435492435250440
Join Shopee Affiliate kalau nak dapat jemput ke event eksklusif! Sampel free & inspirasi pun banyak 💡✨,1748332933,7296396154895008769,Shopee Affiliate MY,original sound - shopeeaffiliatemy,1748332935.0,9.0,7509032776273365777,2720.0,360.0,22093.0,0.0,15559068.0,1177.0,https://www.tiktok.com/@mnm_pipi/video/7509032749232033032
"Fuhhh sakan... konfiden teruk noh?! Megan Fox pun dia tak layan ohhh HAHA Laaaa badan sado, ketiak basah. 😃 Nasib baik ada @NIVEA Malaysia DEEP Darkwood Deodorant.. 👍🏻 TENGOK VIDEO SAMPAI HABIS! Selamat Hari Raya! ✨🌙 #NIVEAMEN #myNIVEAMEN #RayaBersamaNIVEA #NIVEAMENDEEP",1742449458,6556096144257892354,Chazynash,original sound - iamchazynash,1742450662.0,58.0,7483768602814958352,9148.0,576.0,145823.0,0.0,18038878.0,2340.0,https://www.tiktok.com/@mnm_pipi/video/7483763412409847058
"Nak share video ni dari @sharifah_sakinah 🥰 Daripada nak merompak, terus terjatuh cinta pula 🤪  Semuanya sebab NIVEA Pearl & Beauty Shave-less Roll On deodorant! Deodorant ni mempunyai Hair Soft Technology untuk pertumbuhan bulu yang lebih halus dan boleh beri kulit bawah lengan yang 5X cerah berseri. 😘 Tak payah curi-curi dah, dapatkan sekarang! 🩵 #NIVEA #NIVEAMalaysia #myNIVEA #NIVEAPearlAndBeauty #belisekarang #TikTokMadeMebuyit #productcontent #N3 ",1744936928,7033829004529419265,NIVEA Malaysia,original sound - nivea_malaysia,1744936933.0,39.0,7494447049430125328,2076.0,166.0,23903.0,0.0,10389194.0,852.0,https://www.tiktok.com/@mnm_pipi/video/7494447017150713095
Nak murah? Shopping masa 5.5 Super Sale! Kita ada: ❤️ Unlimited Free Shipping ❤️Stackable Vouchers Up to RM80 ❤️ Deals Up To 50% Off Shop now! #TikTokShopMY,1746088495,7148386175531058182,tiktokshop_my 🇲🇾,original sound - tiktokshop_my,1746088635.0,81.0,7499393576984480513,2272.0,312.0,23588.0,0.0,8299745.0,1313.0,https://www.tiktok.com/@mnm_pipi/video/7499392929459391765
"Shopee Haul with me ! Mix & match kebaya blouse dengan seluar untuk look yang lebih fresh & chic – sesuai sangat untuk korang yang nak tampil lain dari yang lain! Semua item ni Fariesya grab dari Shopee je, harga mampu milik & kualiti padu! Nak nampak classy tanpa pecah poket? Swipe je Shopee sekarang! #ShopeeMY #ShopeeHaul @Shopee Malaysia ",1745992520,6534609917508190210,°❀⋆missfariesya,original sound - missfariesya,1745992523.0,48.0,7498980776365574928,1177.0,40.0,7171.0,0.0,8694615.0,434.0,https://www.tiktok.com/@mnm_pipi/video/7498980755507301640
Korang tahu tak ? sekarang ni tengah ada jualan hari gaji Shopee !! sekarang masa paling tepat untuk kite shopping sambil berjimat sebab dijamin harga terendah !! 😍🛍️💰 @Shopee Malaysia  #ShopeeMY #ShopeeHaul,1745938782,6679337189271192578,Kinotlala,original sound - kinotlala,1745938789.0,28.0,7498749991235013393,959.0,37.0,9125.0,0.0,8703158.0,438.0,https://www.tiktok.com/@mnm_pipi/video/7498749960616152327
"𝐑𝐄𝐀𝐃𝐘 𝐬𝐭𝐨𝐤! Blacklist 𝙗𝙤𝙡𝙚𝙝 𝙇𝙀𝙋𝘼𝙎! Hari ni Approve, minggu depan dpt motor 𝗕𝗔𝗥𝗨 anda! RM0 Deposit ada! Tanpa guarantor! #motorcycles #bayarbulanan #fyp #motor #Motorsport #motorbike #motorcycle #motorcyclesoftiktok #bayarbulanbulan ",1709007675,7262593438390010882,Gliterott & Slip.stream,Don't Play,1643426720.0,163.0,7058463946868525058,12203.0,1611.0,74914.0,0.0,36034556.0,7677.0,https://www.tiktok.com/@mnm_pipi/video/7340132049086369031
ada yang sama? #blockblast #blockblastlove,1744777204,6947590614088205314,Hycaa Dewii,original sound - hycaax5,1744777208.0,19.0,7493761040392506128,117296.0,9937.0,2094949.0,0.0,160929141.0,110897.0,https://www.tiktok.com/@mnm_pipi/video/7493761008528411922
Seram tak? Pontianak 100KG pun teruja dengan Siri HONOR 400! Korang nak tahu kenapa? Sebab Next-Gen AI Imaging laa! Jom tonton sekarang! HAHAHA👻👻👻 #HONOR400Series #NextGenAIImaging #Pontianak100KG #HONORMalaysia,1747211621,6546060214817882113,HONOR Malaysia,original sound - honormalaysia,1747211644.0,210.0,7504216865716177680,1608.0,181.0,15354.0,0.0,8421413.0,634.0,https://www.tiktok.com/@mnm_pipi/video/7504216756576193810
"Skincare game strong with CeraVe 💙 Gentle, effective, and even kids-approved (like, literally 👶). Our skin? Soft, happy, and thriving! Now mummy & Isma can share our skincare routine 😉 @CeraVe #CeraVeMY #moisturiselikeaderm @guardian Malaysia  #guardianmy",1744277538,6545679891139248129,Naddysushi,original sound - naddysushi_,1744277543.0,51.0,7491614997097745168,3330.0,180.0,106760.0,0.0,11913619.0,1170.0,https://www.tiktok.com/@mnm_pipi/video/7491614958233472264
"Setel masalah ! Baju pun tak rosak , tak payah pening kepala . Lagipun pin tu bahaya tau lagi2 budak sek rendah ni , kang pi cucuk kawan2 ke apa kita ni mak2 paranoid 😣  #lencanajalurgemilang #sulam #lencanairon #takperlujahit ",1746409229,7090701201213457434,zomap,Learning / Lecture / Tutorial / Gentle(1162850),1639585378.0,292.0,7041965360518301698,11300.0,1177.0,35534.0,0.0,8342281.0,7694.0,https://www.tiktok.com/@mnm_pipi/video/7500770501359308040
"🥰𝗕𝗲𝗮𝘂𝘁𝘆 𝗗𝗮𝘆𝘀 𝗗𝗲𝗮𝗹! 𝗬𝗼𝘂𝗿 𝟮𝗻𝗱 𝗧𝗿𝗲𝗮𝘁 𝗶𝘀 𝗷𝘂𝘀𝘁 𝗥𝗠𝟬.𝟭𝟬! | 𝟭 - 𝟱 𝗠𝗮𝘆 𝟮𝟬𝟮𝟱 💙 Stay confident and clean every day – discover promotions on your favourite hair, bath, oral care, and deodorant picks + 2X MYPoint on selected products!  𝗪𝗵𝘆 𝘀𝗵𝗼𝗽 𝘄𝗶𝘁𝗵𝗼𝘂𝘁 𝗿𝗲𝘄𝗮𝗿𝗱𝘀?  📲Get RM12 OFF when you download the guardian MY App [Code: FIRSTAPP12]  ⭐ Enjoy 10X MYpoints on your first purchase when you join MYguardian Rewards!  *𝗪𝗵𝗶𝗹𝗲 𝘀𝘁𝗼𝗰𝗸𝘀 𝗹𝗮𝘀𝘁, 𝘁𝗲𝗿𝗺𝘀 𝗮𝗽𝗽𝗹𝘆. Read more info: https://bit.ly/42MV9aP   #MYguardian #guardianOnline #Jomguardian #guardianSquad #guardianPromo #HealthyBeauty #guardianMYAPP #OwnYourBeautiful #MYguardianRewards #HairCare #BathCare #OralCare #Deodorant",1746172736,6610981122531540993,guardian Malaysia,original sound - guardianmy,1746172740.0,14.0,7499754803812240144,496.0,33.0,3648.0,0.0,7590252.0,1138.0,https://www.tiktok.com/@mnm_pipi/video/7499754778193415432
Harini nak main game dgn Jason!! Tutup mata lama2 sampai rasa nak tidur 😂 Bau dia unexpectedly soothing & relaxing 😍 Lepastu dah nak dekat sama dgn bau bunga! Lurveeeee 🫶🏻 #blindtest #HerbalEssencesMY #KeepItReal ,1742853470,6552773314124890113,Nelissa Emielda ❖,original sound - nelissaemielda,1742853474.0,94.0,7485498666275490577,1696.0,118.0,14691.0,0.0,8244041.0,498.0,https://www.tiktok.com/@mnm_pipi/video/7485498610457529618
A Revolution is Coming!✨ The HONOR 400 Series combines Next-Gen AI Imaging with Industry-leading AI Image to Video technology & other flagship specifications. Watch this space as we unveil the HONOR 400 Series on May 22 at 3PM! #MakeYourPhotoComesAlive #NextGenAIImaging #HONOR400Series #HONORMalaysia,1747204299,6546060214817882113,HONOR Malaysia,original sound - honormalaysia,1747204305.0,5.0,7504185341608217360,360.0,50.0,4332.0,0.0,8001440.0,476.0,https://www.tiktok.com/@mnm_pipi/video/7504185308947270919
"🌟 The future of photography is here! Next-Gen AI Imaging is on the way, and we can’t wait to unveil it! 📸 #HONOR #HONORMalaysia #NextGenAIImaging",1746614878,6546060214817882113,HONOR Malaysia,original sound - honormalaysia,1746614882.0,10.0,7501653790890740497,479.0,211.0,6482.0,0.0,8696355.0,508.0,https://www.tiktok.com/@mnm_pipi/video/7501653773618564370
stecuuu dangduttnya ngenaaa kali bah dekkkk apalgi dicengkokinnn 🥰😘😇  @DA3 Alfin Khairi  #fyp#fypage#viral#trending#lagifyp#lagitrending#videoviral#rambo#indonesiamusic#pokoknyaafyp#stecustecu#stecu#farizadam#song#lgutimur#anakmedan,1746866386,6802125573332059138,Rambo,original sound - ramboraspti,1746866391.0,55.0,7502733969880894213,272112.0,57416.0,3563779.0,0.0,108990912.0,173031.0,https://www.tiktok.com/@mnm_pipi/video/7502733966923795718
"Bulan May dah datang, dah #makanlainmacam apa je?😉 #ayambrand #ayambrandmy ",1746439298,6822034743480779778,Ayam Brand Malaysia Official,original sound - ayambrandmyofficial,1746439303.0,121.0,7500899685046045456,778.0,93.0,10812.0,0.0,8265910.0,724.0,https://www.tiktok.com/@mnm_pipi/video/7500899646248684807
