country_code,cover,duration,id,item_id,item_url,region,title,desc,create_time,author_user_id,music_author,music_title,music_create_time,music_duration,music_id,collect_count,comment_count,digg_count,play_count,share_count,video_url,video_length_sec,has_caption,combined_text,text_length,word_count,sentiment,subjectivity,creator_user_id,is_top_creator,follower_cnt,liked_cnt,play_count_per_view,digg_count_per_view,comment_count_per_view,share_count_per_view,collect_count_per_view,engagement_score,is_original_sound,music_age_days,creator_avg_play_count,creator_avg_digg_count,song_rank,is_trending_song,song_trend_value,all_hashtags,has_top_hashtag,num_hashtags,has_trending_keyword,upload_hour,upload_dayofweek,upload_month,days_since_upload,is_trending,predicted_trending,prediction_time
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oAKnksGuQEAq9ttBgEoCMDeBJQ4QcsvfgAJFZV~tplv-noop.image?x-expires=1748723324&x-signature=6I%2Btv0RA33yIuByFD95W1dvX%2Fm0%3D,6,7504696722300407058,7504696722300407058,https://www.tiktok.com/@mnm_pipi/video/7504696722300407058,Malaysia,"Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY","Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY",2025-05-15 15:36:12,6.815758082208531e+18,HUAWEI Malaysia,original sound - huaweimobilemy,2025-05-15 15:36:16,6,7.504696751832436e+18,4708,238,81003,34664872,2403,https://www.tiktok.com/@mnm_pipi/video/7504696722300407058,6,1,"Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY Rekaan yang nipis dan ringan, material yang tahan lasak #HUAWEILaunch #HUAWEIWATCHFIT4Pro #HUAWEIMY",199,24,0.0,0.0,6.815758082208531e+18,0,0.0,0.0,0.9999999711523536,0.0023367459041318,6.865739851405196e-06,6.93208943820449e-05,0.0001358147194135,33424.00000000001,1,0.0,23598437.0,51380.5,100.0,0,0.0,"['huaweilaunch', 'huaweiwatchfit4pro', 'huaweimy', 'huaweilaunch', 'huaweiwatchfit4pro', 'huaweimy']",0,6,0,15.0,3.0,5.0,21.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oI0SWtgmVEe5APtoA0OnQIQNfDEY3BBcrD1RDF~tplv-noop.image?x-expires=1748723353&x-signature=eUmyljfuucbMxJnGXnRstBD%2FvKA%3D,35,7497685667518926088,7497685667518926088,https://www.tiktok.com/@mnm_pipi/video/7497685667518926088,Malaysia,#BlockBlast 📲🦭,#BlockBlast 📲🦭,2025-04-26 18:09:45,7.362666808937416e+18,kori,kori,2025-04-26 18:09:49,35,7.497685696774442e+18,2201505,309127,38503346,1001498208,9739382,https://www.tiktok.com/@mnm_pipi/video/7497685667518926088,35,1,#BlockBlast 📲🦭 #BlockBlast 📲🦭,29,4,0.0,0.0,7.362666808937416e+18,0,0.0,0.0,0.999999999001496,0.038445746236976,0.0003086645559842,0.0097248121988403,0.0021982116195676,17662103.4,0,0.0,1001498208.0,38503346.0,100.0,0,0.0,"['blockblast', 'blockblast']",0,2,0,18.0,5.0,4.0,40.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-85c255c799-us/oADdNLygIg7QArZ3gMebERZJDcFePGk8HEibCf~tplv-noop.image?x-expires=1748723334&x-signature=GhT8BlnQ0CGPk6QjnEYMQc%2BRvbQ%3D,17,7472319430572182826,7472319430572182826,https://www.tiktok.com/@mnm_pipi/video/7472319430572182826,Malaysia,phone case inspo ❤️🦋🎀 #temufinds #phonecases,phone case inspo ❤️🦋🎀 #temufinds #phonecases,2025-02-17 09:37:51,7.277133862680528e+18,temu_techfinds,original sound - temu_techfinds,2025-02-17 09:37:54,17,7.4723198778486e+18,25521,9582,418805,262711052,17255,https://www.tiktok.com/@mnm_pipi/video/7472319430572182826,17,1,phone case inspo ❤️🦋🎀 #temufinds #phonecases phone case inspo ❤️🦋🎀 #temufinds #phonecases,89,12,0.0,0.0,7.277133862680528e+18,0,0.0,0.0,0.9999999961935366,0.0015941658914518,3.647353200628373e-05,6.56805254402448e-05,9.714475165230296e-05,176399.7,1,0.0,188150357.0,352747.5,100.0,0,0.0,"['temufinds', 'phonecases', 'temufinds', 'phonecases']",0,4,0,9.0,0.0,2.0,109.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o41IXI1EABjDQqEc8MiMwZIiIA0HD9OfC5A0Yk~tplv-noop.image?x-expires=1748723349&x-signature=ZcigaTOQWg7U%2BDyr5g13gd8J7Ac%3D,32,7502026563614002440,7502026563614002440,https://www.tiktok.com/@mnm_pipi/video/7502026563614002440,Malaysia,Nak power macam saya? Makan dulu biskut MILO sebelum masuk court. 🏸  Tenaga MILO kini dalam biskut ⚡️💚 #MyMILOBiscuit #biskutMILO #MILO,Nak power macam saya? Makan dulu biskut MILO sebelum masuk court. 🏸  Tenaga MILO kini dalam biskut ⚡️💚 #MyMILOBiscuit #biskutMILO #MILO,2025-05-08 10:54:38,6.754075335262586e+18,insta: sitisolehahzf 🍊,original sound - sitisolehahzf,2025-05-08 10:54:56,32,7.50202665474353e+18,10776,271,150816,24058437,3589,https://www.tiktok.com/@mnm_pipi/video/7502026563614002440,32,1,Nak power macam saya? Makan dulu biskut MILO sebelum masuk court. 🏸  Tenaga MILO kini dalam biskut ⚡️💚 #MyMILOBiscuit #biskutMILO #MILO Nak power macam saya? Makan dulu biskut MILO sebelum masuk court. 🏸  Tenaga MILO kini dalam biskut ⚡️💚 #MyMILOBiscuit #biskutMILO #MILO,271,42,0.0,0.0,6.754075335262586e+18,0,0.0,0.0,0.9999999584345418,0.0062687361498697,1.12642391829428e-05,0.000149178429622,0.0004479093779903,62203.100000000006,1,0.0,24058437.0,150816.0,100.0,0,0.0,"['mymilobiscuit', 'biskutmilo', 'milo', 'mymilobiscuit', 'biskutmilo', 'milo']",0,6,0,10.0,3.0,5.0,28.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/owergNeIIQLdQAIbifRLoIrGCGGcDQjMrO4AHD~tplv-noop.image?x-expires=1748723347&x-signature=1qTd6FVA%2FKGBE8xJHcUw9ZG4egI%3D,29,7495755454924983559,7495755454924983559,https://www.tiktok.com/@mnm_pipi/video/7495755454924983559,Malaysia,"Nak cuba Biskut MILO baru? Sila tunjuk satu gerak silat dulu. Raya ni bukan je penuh kuih, tapi penuh tenaga! 🔥    @MILO® Malaysia Official #MyMILOBiscuit #biskutMILO #MILO","Nak cuba Biskut MILO baru? Sila tunjuk satu gerak silat dulu. Raya ni bukan je penuh kuih, tapi penuh tenaga! 🔥    @MILO® Malaysia Official #MyMILOBiscuit #biskutMILO #MILO",2025-04-21 13:19:30,6.615693459121619e+18,Baiboek,original sound - baiboek,2025-04-21 13:19:35,29,7.495755481974869e+18,10264,1450,168777,26262796,5818,https://www.tiktok.com/@mnm_pipi/video/7495755454924983559,29,1,"Nak cuba Biskut MILO baru? Sila tunjuk satu gerak silat dulu. Raya ni bukan je penuh kuih, tapi penuh tenaga! 🔥    @MILO® Malaysia Official #MyMILOBiscuit #biskutMILO #MILO Nak cuba Biskut MILO baru? Sila tunjuk satu gerak silat dulu. Raya ni bukan je penuh kuih, tapi penuh tenaga! 🔥    @MILO® Malaysia Official #MyMILOBiscuit #biskutMILO #MILO",345,54,0.0,0.0,6.615693459121619e+18,0,0.0,0.0,0.9999999619233244,0.0064264670667027,5.521117952516634e-05,0.0002215300982602,0.0003908189976871,70135.8,1,0.0,26262796.0,168777.0,100.0,0,0.0,"['mymilobiscuit', 'biskutmilo', 'milo', 'mymilobiscuit', 'biskutmilo', 'milo']",0,6,0,13.0,0.0,4.0,45.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oUZBETGfERSoFBAqIgHsRm6DgEcEcoDif6EgIF~tplv-noop.image?x-expires=1748723326&x-signature=3i%2FwhvX1dR%2FkEJD6%2BDRimC4fuQs%3D,5,7498942470932139284,7498942470932139284,https://www.tiktok.com/@mnm_pipi/video/7498942470932139284,Malaysia,"Oh, all the places we could go! ✨manifest✨ #genvisa #genvisaapac #visa #travel #traveltiktok #vee #japan #china #korea ","Oh, all the places we could go! ✨manifest✨ #genvisa #genvisaapac #visa #travel #traveltiktok #vee #japan #china #korea ",2025-04-30 03:26:48,7.243632967124895e+18,Generation Visa,original sound - genvisa,2025-04-30 03:26:53,5,7.498942509641387e+18,9802,289,183156,76596964,350,https://www.tiktok.com/@mnm_pipi/video/7498942470932139284,5,1,"Oh, all the places we could go! ✨manifest✨ #genvisa #genvisaapac #visa #travel #traveltiktok #vee #japan #china #korea  Oh, all the places we could go! ✨manifest✨ #genvisa #genvisaapac #visa #travel #traveltiktok #vee #japan #china #korea ",239,34,0.0,0.0,7.243632967124895e+18,0,0.0,0.0,0.9999999869446524,0.0023911652374216,3.772995444401746e-06,4.569371645469243e-06,0.0001279685167682,74399.3,1,0.0,76596964.0,183156.0,100.0,0,0.0,"['genvisa', 'genvisaapac', 'visa', 'travel', 'traveltiktok', 'vee', 'japan', 'china', 'korea', 'genvisa', 'genvisaapac', 'visa', 'travel', 'traveltiktok', 'vee', 'japan', 'china', 'korea']",0,18,0,3.0,2.0,4.0,37.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ootvoZEQQBgovCAfPqFUAfYRswVyUEA9DBFRB8~tplv-noop.image?x-expires=1748723339&x-signature=%2FGQlM5TcjYq6kAVn7wbVmLpuVZM%3D,18,7494083753640267026,7494083753640267026,https://www.tiktok.com/@mnm_pipi/video/7494083753640267026,Malaysia,mending main Block blast! aja #blockblast #blockblastlove,mending main Block blast! aja #blockblast #blockblastlove,2025-04-17 01:12:33,6.947590614088205e+18,Hycaa Dewii,original sound - hycaax5,2025-04-17 01:12:37,18,7.494083798309621e+18,133337,10880,2129866,194200109,187714,https://www.tiktok.com/@mnm_pipi/video/7494083753640267026,18,1,mending main Block blast! aja #blockblast #blockblastlove mending main Block blast! aja #blockblast #blockblastlove,115,14,0.2083333333333333,0.3333333333333333,6.947590614088205e+18,0,0.0,0.0,0.9999999948506724,0.0109673779278497,5.602468505295903e-05,0.0009666008943043,0.0006865959035759,906086.9,1,0.0,177564625.0,2112407.5,100.0,0,0.0,"['blockblast', 'blockblastlove', 'blockblast', 'blockblastlove']",0,4,0,1.0,3.0,4.0,50.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o0iZf3QAgbAL8Ie5L7M30fehtOGSMKsgqDW91f~tplv-noop.image?x-expires=1748723356&x-signature=BqSKGdLwvY5ueYztDC3CId8c9L8%3D,35,7475960754756160776,7475960754756160776,https://www.tiktok.com/@mnm_pipi/video/7475960754756160776,Malaysia,怎样才叫无与伦比的享受，喏，浓厚馥郁的咖喱，Q弹有嚼劲的面条，小口吃，大口吃，都超爽无比！Maggi Kari，解馋又开胃，我随时常备 ,怎样才叫无与伦比的享受，喏，浓厚馥郁的咖喱，Q弹有嚼劲的面条，小口吃，大口吃，都超爽无比！Maggi Kari，解馋又开胃，我随时常备 ,2025-02-27 05:05:59,7.358676015813723e+18,MAGGI Malaysia,original sound - maggimalaysia,2025-02-27 05:06:11,35,7.475960816773205e+18,4497,1327,61000,17609435,3477,https://www.tiktok.com/@mnm_pipi/video/7475960754756160776,35,1,怎样才叫无与伦比的享受，喏，浓厚馥郁的咖喱，Q弹有嚼劲的面条，小口吃，大口吃，都超爽无比！Maggi Kari，解馋又开胃，我随时常备  怎样才叫无与伦比的享受，喏，浓厚馥郁的咖喱，Q弹有嚼劲的面条，小口吃，大口吃，都超爽无比！Maggi Kari，解馋又开胃，我随时常备 ,137,4,0.0,0.0,7.358676015813723e+18,0,0.0,0.0,0.9999999432122642,0.003464051886727,7.535732547027628e-05,0.0001974509575434,0.0002553744481083,25943.2,1,0.0,13567590.0,42383.5,100.0,0,0.0,[],0,0,0,5.0,3.0,2.0,99.0,1,1,2025-06-06 17:51:01.230537
MY,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oUfjQIiEkjflfcKl0zCCQCxBAFFMDPAgyCDouE~tplv-noop.image?x-expires=1748723384&x-signature=DgXeQYKGY5K3hIsBe1Oe3vRWLY4%3D,60,7486395093826456849,7486395093826456849,https://www.tiktok.com/@mnm_pipi/video/7486395093826456849,Malaysia,"@NIVEA Malaysia Ada plan nak beraya rumah CRUSH korang Raya nanti? 😉 Siapkan dulu muka korang dengan NIVEA MEN DEEP Mud Foam! Dengan kuasa arang di dalamnya, ia memberi 8 Jam kawalan minyak. Barulah crush korang terpikat! 💯 Selamat Hari Raya!✨🌙 #NIVEAMEN #myNIVEAMEN #RayaBersamaNIVEA #NIVEAMENDEEP","@NIVEA Malaysia Ada plan nak beraya rumah CRUSH korang Raya nanti? 😉 Siapkan dulu muka korang dengan NIVEA MEN DEEP Mud Foam! Dengan kuasa arang di dalamnya, ia memberi 8 Jam kawalan minyak. Barulah crush korang terpikat! 💯 Selamat Hari Raya!✨🌙 #NIVEAMEN #myNIVEAMEN #RayaBersamaNIVEA #NIVEAMENDEEP",2025-03-27 07:56:46,6.850162330975602e+18,Ahmadezzrinloy,original sound - ahmadezzrinloy,2025-03-27 07:56:51,60,7.486395182311099e+18,7171,342,137561,23921958,1643,https://www.tiktok.com/@mnm_pipi/video/7486395093826456849,60,1,"@NIVEA Malaysia Ada plan nak beraya rumah CRUSH korang Raya nanti? 😉 Siapkan dulu muka korang dengan NIVEA MEN DEEP Mud Foam! Dengan kuasa arang di dalamnya, ia memberi 8 Jam kawalan minyak. Barulah crush korang terpikat! 💯 Selamat Hari Raya!✨🌙 #NIVEAMEN #myNIVEAMEN #RayaBersamaNIVEA #NIVEAMENDEEP @NIVEA Malaysia Ada plan nak beraya rumah CRUSH korang Raya nanti? 😉 Siapkan dulu muka korang dengan NIVEA MEN DEEP Mud Foam! Dengan kuasa arang di dalamnya, ia memberi 8 Jam kawalan minyak. Barulah crush korang terpikat! 💯 Selamat Hari Raya!✨🌙 #NIVEAMEN #myNIVEAMEN #RayaBersamaNIVEA #NIVEAMENDEEP",597,90,0.0,0.4,6.850162330975602e+18,0,0.0,0.0,0.9999999581974036,0.005750406979629,1.4296488009196906e-05,6.868166607927052e-05,0.0002997664196314,56172.7,1,0.0,23921958.0,137561.0,100.0,0,0.0,"['niveamen', 'myniveamen', 'rayabersamanivea', 'niveamendeep', 'niveamen', 'myniveamen', 'rayabersamanivea', 'niveamendeep']",0,8,0,7.0,3.0,3.0,71.0,1,1,2025-06-06 17:51:01.230537
MY,https://p19-vod-sign-useast2a.tiktokcdn-eu.com/tos-no1a-p-0037-no/oYxLedPQjxsGxD45AdIU8eIOLIAjLJxnteKC0Q~tplv-noop.image?x-expires=1748723334&x-signature=abpWi1ajpx3wkbFW1cYqIuoeKeo%3D,10,7486079083252649238,7486079083252649238,https://www.tiktok.com/@mnm_pipi/video/7486079083252649238,Malaysia,We have better plans  #BlockBlast #BlockBlastLove ,We have better plans  #BlockBlast #BlockBlastLove ,2025-03-26 11:30:17,6.800785601782236e+18,Mr. Smokey,original sound - mr_smokey21,2025-03-26 11:30:21,10,7.486079082716335e+18,627584,53318,17702881,543058279,1310048,https://www.tiktok.com/@mnm_pipi/video/7486079083252649238,10,1,We have better plans  #BlockBlast #BlockBlastLove  We have better plans  #BlockBlast #BlockBlastLove ,101,12,0.5,0.5,6.800785601782236e+18,0,0.0,0.0,0.999999998158577,0.0325984920071562,9.818099081372996e-05,0.002412352501098,0.0011556476037894,7421915.800000001,1,0.0,543058279.0,17702881.0,100.0,0,0.0,"['blockblast', 'blockblastlove', 'blockblast', 'blockblastlove']",0,4,0,11.0,2.0,3.0,71.0,1,1,2025-06-06 17:51:01.230537
